Year,County,CountyDummy,SalesTax,Population,TaxRates,PerCapitaPersonalIncome,Employment,USRetailSales,PersonalIncome
2015,Saratoga,41,111997682,226249,3,58979,111942,5350508,13343971
2015,Schenectady,42,95355613,154604,4,48206,73079,5350508,7452800
2015,Schohaire,43,15138160,31330,4,35998,13996,5350508,1127815
2015,Schuyler,44,10170340,18186,4,39124,8048,5350508,711516
2015,Seneca,45,22918928,34833,4,35472,15079,5350508,1235601
2015,St. Lawrence,40,56906835,111007,4,33882,43760,5350508,3761144
2015,Steuben,46,47325966,97631,4,40243,41104,5350508,3928927
2015,Suffolk,47,1297661047,1501587,4.25,59484,739146,5350508,89320692
2015,Sullivan,48,36108864,74877,4,42053,31942,5350508,3148783
2015,Tioga,49,20268170,49453,4,40033,22204,5350508,1979772
2015,Tompkins,50,50114389,104926,4,41095,53116,5350508,4311980
2015,Ulster,51,107017490,180143,4,44422,84099,5350508,8002232
2015,Warren,52,49719792,64688,3,47429,30620,5350508,3068102
2015,Washington,53,19931886,62230,3,36563,27292,5350508,2275293
2015,Wayne,54,41637631,91446,4,41524,42109,5350508,3797196
2015,Westchester,55,504131420,976396,3,93229,457407,5350508,91028734
2015,Wyoming,56,16787898,41013,4,37941,17365,5350508,1556070
2015,Yates,57,11020734,25048,4,36371,11210,5350508,911013
